paper_id,p_comp,p_value
10.1016:j.jsams.2018.06.009,>,0.05
10.1016:j.jsams.2018.06.009,≤,0.05
10.1016:j.jsams.2018.06.009,=,0.01
10.1016:j.jsams.2018.06.009,<,0.05
10.1016:j.jsams.2018.06.009,=,0.18
10.1016:j.jsams.2018.06.009,=,0.44
10.1016:j.jsams.2018.06.009,≤,0.01
10.1016:j.jsams.2018.06.009,=,0.04
10.1016:j.jsams.2018.06.009,=,0.02
10.1016:j.jsams.2018.06.009,≤,0.003
10.1016:j.jsams.2018.06.009,=,0.18
10.1016:j.jsams.2018.06.009,=,0.11
10.1016:j.jsams.2018.06.009,=,0.01
10.1016:j.jsams.2018.06.009,=,0.001
10.1016:j.jsams.2018.06.009,=,0.057
10.1016:j.jsams.2018.06.009,=,0.44
10.1016:j.jsams.2018.06.009,≥,0.15
10.1016:j.jsams.2018.06.009,=,0.04
10.1016:j.jsams.2018.06.009,≥,0.14
10.1016:j.jsams.2018.06.009,=,0.74
10.1016:j.jsams.2018.06.009,=,0.07
10.1016:j.jsams.2018.06.009,>,0.23
10.1016:j.jsams.2018.06.009,≥,0.18
10.1016:j.jsams.2018.06.009,<,0.05
10.1016:j.jsams.2018.06.009,=,0.001
10.1016:j.jsams.2018.06.009,≤,0.01
10.1016:j.jsams.2018.06.009,=,0.05
10.1016:j.jsams.2018.06.009,=,0.06
10.1016:j.jsams.2018.07.009,=,0.445
10.1016:j.jsams.2018.07.009,=,0.069
10.1016:j.jsams.2018.07.009,=,0.264
10.1016:j.jsams.2018.07.009,=,0.015
10.1016:j.jsams.2018.07.009,=,0.059
10.1016:j.jsams.2018.07.009,=,0.003
10.1016:j.jsams.2018.07.009,<,0.001
10.1016:j.jsams.2018.07.009,=,0.01
10.1016:j.jsams.2018.07.009,=,0.715
10.1016:j.jsams.2018.07.009,=,0.571
10.1016:j.jsams.2018.07.009,=,0.003
10.1016:j.jsams.2018.07.009,=,0.002
10.1016:j.jsams.2018.07.009,=,0.445
10.1016:j.jsams.2018.07.009,=,0.069
10.1016:j.jsams.2018.07.009,=,0.264
10.1016:j.jsams.2018.07.009,=,0.015
10.1016:j.jsams.2018.07.009,=,0.215
10.1016:j.jsams.2018.07.009,=,0.019
10.1016:j.jsams.2018.07.009,=,0.059
10.1016:j.jsams.2018.07.009,=,0.003
10.1016:j.jsams.2018.07.009,=,0.037
10.1016:j.jsams.2018.07.009,=,0.801
10.1016:j.jsams.2018.07.009,=,0.031
10.1016:j.jsams.2018.07.009,=,0.005
10.1016:j.jsams.2018.07.009,=,0.004
10.1016:j.jsams.2018.07.009,=,0.052
10.1016:j.jsams.2018.07.009,=,0.021
10.1016:j.jsams.2018.07.009,=,0.003
10.1016:j.jsams.2018.07.009,=,0.002
10.1016:j.jsams.2018.07.009,=,0.143
10.1016:j.jsams.2018.07.009,=,0.715
10.1016:j.jsams.2018.07.009,=,0.571
10.1016:j.jsams.2018.07.009,=,0.189
10.1016:j.jsams.2018.07.009,=,0.193
10.1016:j.jsams.2018.07.009,=,0.276
10.1016:j.jsams.2018.07.009,=,0.979
10.1016:j.jsams.2018.07.009,=,0.069
10.1016:j.jsams.2018.07.009,=,0.037
10.1016:j.jsams.2018.07.009,<,0.05
10.1016:j.jsams.2018.07.009,<,0.05
10.1016:j.jsams.2018.07.009,<,0.05
10.1016:j.jsams.2018.07.009,<,0.05
10.1016:j.jsams.2018.09.225,=,0.431
10.1016:j.jsams.2018.09.225,=,0.874
10.1016:j.jsams.2018.09.225,<,0.013
10.1016:j.jsams.2018.09.225,=,0.04
10.1016:j.jsams.2018.09.225,=,0.033
10.1016:j.jsams.2018.09.225,=,0.552
10.1016:j.jsams.2018.09.225,=,0.395
10.1016:j.jsams.2018.09.225,=,0.391
10.1016:j.jsams.2018.09.225,=,0.431
10.1016:j.jsams.2018.09.225,=,0.353
10.1016:j.jsams.2018.09.225,=,0.378
10.1016:j.jsams.2018.09.225,=,0.353
10.1016:j.jsams.2018.09.225,=,0.76
10.1016:j.jsams.2018.09.225,=,0.808
10.1016:j.jsams.2018.09.225,=,0.068
10.1016:j.jsams.2018.09.225,=,0.303
10.1016:j.jsams.2018.09.225,=,0.664
10.1016:j.jsams.2018.09.225,=,0.706
10.1016:j.jsams.2018.09.225,=,0.735
10.1016:j.jsams.2018.09.225,=,0.759
10.1016:j.jsams.2018.09.225,=,0.203
10.1016:j.jsams.2018.09.225,=,0.463
10.1016:j.jsams.2018.09.225,=,0.01
10.1016:j.jsams.2018.09.225,=,0.047
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,=,0.248
10.1016:j.jsams.2018.09.225,=,0.97
10.1016:j.jsams.2018.09.225,=,0.823
10.1016:j.jsams.2018.09.225,=,0.951
10.1016:j.jsams.2018.09.225,=,0.874
10.1016:j.jsams.2018.09.225,=,0.324
10.1016:j.jsams.2018.09.225,=,0.117
10.1016:j.jsams.2018.09.225,=,0.562
10.1016:j.jsams.2018.09.225,=,0.584
10.1016:j.jsams.2018.09.225,=,0.136
10.1016:j.jsams.2018.09.225,=,0.094
10.1016:j.jsams.2018.09.225,=,0.019
10.1016:j.jsams.2018.09.225,=,0.021
10.1016:j.jsams.2018.09.225,<,0.006
10.1016:j.jsams.2018.09.225,<,0.014
10.1016:j.jsams.2018.09.225,<,0.043
10.1016:j.jsams.2018.09.225,<,0.022
10.1016:j.jsams.2018.09.225,<,0.031
10.1016:j.jsams.2018.09.225,=,0.342
10.1016:j.jsams.2018.09.225,=,0.013
10.1016:j.jsams.2018.09.225,=,0.001
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.016
10.1016:j.jsams.2018.09.225,<,0.02
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,=,0.002
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.05
10.1016:j.jsams.2018.09.225,=,0.153
10.1016:j.jsams.2018.09.225,<,0.035
10.1016:j.jsams.2018.09.225,<,0.03
10.1016:j.jsams.2018.09.225,<,0.012
10.1016:j.jsams.2018.09.225,<,0.015
10.1016:j.jsams.2018.09.225,=,0.067
10.1016:j.jsams.2018.09.225,=,0.061
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,<,0.001
10.1016:j.jsams.2018.09.225,>,0.9
10.1016:j.jsams.2018.09.225,<,0.022
10.1016:j.jsams.2018.09.225,<,0.031
10.1016:j.jsams.2018.09.225,<,0.05
10.1016:j.jsams.2018.11.027,=,0.723
10.1016:j.jsams.2018.11.027,<,0.05
10.1016:j.jsams.2018.11.027,=,0.04
10.1016:j.jsams.2018.11.027,=,0.015
10.1016:j.jsams.2018.11.027,<,0.05
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,=,0.723
10.1016:j.jsams.2018.11.027,=,0.829
10.1016:j.jsams.2018.11.027,=,0.384
10.1016:j.jsams.2018.11.027,<,0.05
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,<,0.05
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,<,1e-4
10.1016:j.jsams.2018.11.027,<,1e-4
10.1016:j.jsams.2018.11.027,=,0.015
10.1016:j.jsams.2018.11.027,<,0.05
10.1016:j.jsams.2018.11.027,=,0.04
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,<,1e-4
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,>,0.05
10.1016:j.jsams.2018.11.027,<,0.05
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.48
10.1016:j.jsams.2019.01.010,=,0.807
10.1016:j.jsams.2019.01.010,=,0.317
10.1016:j.jsams.2019.01.010,=,0.818
10.1016:j.jsams.2019.01.010,>,0.05
10.1016:j.jsams.2019.01.010,>,0.05
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.193
10.1016:j.jsams.2019.01.010,=,0.484
10.1016:j.jsams.2019.01.010,=,0.964
10.1016:j.jsams.2019.01.010,=,0.523
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.005
10.1016:j.jsams.2019.01.010,=,0.868
10.1016:j.jsams.2019.01.010,=,0.065
10.1016:j.jsams.2019.01.010,=,0.299
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.48
10.1016:j.jsams.2019.01.010,=,0.48
10.1016:j.jsams.2019.01.010,=,0.807
10.1016:j.jsams.2019.01.010,=,0.7
10.1016:j.jsams.2019.01.010,=,0.63
10.1016:j.jsams.2019.01.010,=,0.483
10.1016:j.jsams.2019.01.010,=,0.595
10.1016:j.jsams.2019.01.010,=,0.91
10.1016:j.jsams.2019.01.010,=,0.023
10.1016:j.jsams.2019.01.010,=,0.114
10.1016:j.jsams.2019.01.010,=,0.818
10.1016:j.jsams.2019.01.010,=,0.353
10.1016:j.jsams.2019.01.010,=,0.171
10.1016:j.jsams.2019.01.010,=,0.933
10.1016:j.jsams.2019.01.010,=,0.99
10.1016:j.jsams.2019.01.010,=,0.011
10.1016:j.jsams.2019.01.010,=,0.002
10.1016:j.jsams.2019.01.010,=,0.009
10.1016:j.jsams.2019.01.010,<,0.001
10.1016:j.jsams.2019.01.010,=,0.001
10.1016:j.jsams.2019.01.010,=,0.008
10.1016:j.jsams.2019.09.015,=,0.028
10.1016:j.jsams.2019.09.015,=,0.009
10.1016:j.jsams.2019.09.015,>,0.05
10.1016:j.jsams.2019.09.015,<,0.05
10.1016:j.jsams.2019.09.015,<,0.05
10.1016:j.jsams.2019.09.015,=,0.561
10.1016:j.jsams.2019.09.015,=,0.028
10.1016:j.jsams.2019.09.015,=,0.73
10.1016:j.jsams.2019.09.015,=,0.16
10.1016:j.jsams.2019.09.015,=,0.196
10.1016:j.jsams.2019.09.015,=,0.239
10.1016:j.jsams.2019.09.015,=,0.62
10.1016:j.jsams.2019.09.015,=,0.027
10.1016:j.jsams.2019.09.015,=,0.009
10.1016:j.jsams.2019.09.015,=,0.238
10.1016:j.jsams.2019.09.015,=,0.519
10.1016:j.jsams.2019.09.015,=,0.34
10.1016:j.jsams.2019.09.015,=,0.603
10.1016:j.jsams.2019.09.015,=,0.383
10.1016:j.jsams.2019.09.015,=,0.593
10.1016:j.jsams.2019.09.015,=,0.821
10.1016:j.jsams.2019.09.015,=,0.089
10.1016:j.jsams.2019.09.015,=,0.028
10.1016:j.jsams.2019.09.015,=,0.089
10.1016:j.jsams.2020.05.018,<,0.05
10.1016:j.jsams.2020.05.018,<,0.05
10.1016:j.jsams.2020.05.018,<,0.05
10.1016:j.jsams.2020.05.018,<,0.01
10.1016:j.jsams.2020.05.018,=,0.02
10.1016:j.jsams.2020.05.018,=,0.738
10.1016:j.jsams.2020.05.018,<,0.01
10.1016:j.jsams.2020.05.018,>,0.05
10.1016:j.jsams.2020.05.018,<,0.001
10.1016:j.jsams.2020.05.018,=,0.001
10.1016:j.jsams.2020.05.018,=,0.416
10.1016:j.jsams.2020.05.018,<,0.01
10.1016:j.jsams.2020.05.018,<,0.01
10.1016:j.jsams.2020.05.018,=,0.01
10.1016:j.jsams.2020.05.018,=,0.339
10.1016:j.jsams.2020.05.018,<,0.01
10.1016:j.jsams.2020.05.018,>,0.05
10.1016:j.jsams.2020.05.018,<,0.001
10.1016:j.jsams.2020.05.018,=,0.003
10.1016:j.jsams.2020.05.018,=,0.151
10.1016:j.jsams.2020.05.018,<,0.01
10.1016:j.jsams.2020.05.019,≤,0.01
10.1016:j.jsams.2020.05.019,≤,0.01
10.1016:j.jsams.2020.05.019,=,0.01
10.1016:j.jsams.2020.05.019,=,0.01
10.1016:j.jsams.2020.05.019,≤,0.01
10.1016:j.jsams.2020.05.019,=,0.16
10.1016:j.jsams.2020.05.019,=,0.16
10.1016:j.jsams.2020.05.019,=,0.155
10.1016:j.jsams.2020.05.019,<,0.05
10.1016:j.jsams.2020.05.019,<,0.05
10.1016:j.jsams.2020.09.011,=,0.047
10.1016:j.jsams.2020.09.011,<,0.05
10.1016:j.jsams.2020.09.011,<,0.001
10.1016:j.jsams.2020.09.011,<,0.05
10.1016:j.jsams.2020.09.011,>,0.05
10.1016:j.jsams.2020.09.011,=,0.036
10.1016:j.jsams.2020.09.011,<,0.05
10.1016:j.jsams.2020.09.011,<,0.05
10.1016:j.jsams.2020.09.011,=,0.817
10.1016:j.jsams.2020.09.011,=,0.047
10.1016:j.jsams.2020.09.011,=,0.763
10.1016:j.jsams.2020.09.011,=,0.785
10.1016:j.jsams.2020.09.011,=,0.004
10.1016:j.jsams.2020.09.011,=,0.29
10.1016:j.jsams.2020.09.011,<,0.001
10.1016:j.jsams.2020.09.011,<,0.001
10.1016:j.jsams.2020.09.011,<,0.001
10.1016:j.jsams.2020.09.011,=,0.025
10.1016:j.jsams.2020.09.011,=,0.018
10.1016:j.jsams.2020.09.011,=,0.095
10.1016:j.jsams.2020.09.011,=,0.002
10.1016:j.jsams.2020.09.011,=,0.044
10.1016:j.jsams.2020.09.011,=,0.006
10.1016:j.jsams.2020.09.011,=,0.45
10.1016:j.jsams.2020.09.011,=,0.09
10.1016:j.jsams.2020.09.011,=,0.017
10.1016:j.jsams.2020.09.011,=,0.156
10.1016:j.jsams.2020.09.011,=,0.778
10.1016:j.jsams.2020.09.011,=,0.058
10.1016:j.jsams.2020.09.011,=,0.006
10.1016:j.jsams.2020.09.011,=,0.047
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.001
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.008,<,0
10.1016:j.jsams.2020.10.008,<,0.05
10.1016:j.jsams.2020.10.014,=,0.04
10.1016:j.jsams.2020.10.014,≤,0.01
10.1016:j.jsams.2020.10.014,=,0.02
10.1016:j.jsams.2020.10.014,≤,0.01
10.1016:j.jsams.2020.10.014,<,0.05
10.1016:j.jsams.2020.10.014,=,0.04
10.1016:j.jsams.2020.10.014,=,0.35
10.1016:j.jsams.2020.10.014,≤,0.001
10.1016:j.jsams.2020.10.014,≤,0.001
10.1016:j.jsams.2020.10.014,=,0.119
10.1016:j.jsams.2020.10.014,=,0.994
10.1016:j.jsams.2020.10.014,=,0.025
10.1016:j.jsams.2020.10.014,≤,0.004
10.1016:j.jsams.2020.10.014,=,0.429
10.1016:j.jsams.2020.10.014,=,0.369
10.1016:j.jsams.2020.10.014,=,0.18
10.1016:j.jsams.2020.10.014,=,0.75
10.1016:j.jsams.2020.10.014,=,0.998
10.1016:j.jsams.2020.10.014,=,0.806
10.1016:j.jsams.2020.10.014,<,0.05
10.1016:j.jsams.2020.12.003,=,0.03
10.1016:j.jsams.2020.12.003,=,0.03
10.1016:j.jsams.2020.12.003,=,0.048
10.1016:j.jsams.2020.12.003,<,0.05
10.1016:j.jsams.2020.12.003,=,0.03
10.1016:j.jsams.2020.12.003,=,0.59
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,=,0.01
10.1016:j.jsams.2020.12.011,=,0.04
10.1016:j.jsams.2020.12.011,<,0.05
10.1016:j.jsams.2020.12.011,=,0.03
10.1016:j.jsams.2020.12.011,=,0.02
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,=,0.04
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,=,0.01
10.1016:j.jsams.2020.12.011,=,0.02
10.1016:j.jsams.2020.12.011,=,0.02
10.1016:j.jsams.2020.12.011,=,0.04
10.1016:j.jsams.2020.12.011,=,0.21
10.1016:j.jsams.2020.12.011,≥,0.82
10.1016:j.jsams.2020.12.011,=,0.34
10.1016:j.jsams.2020.12.011,=,0.07
10.1016:j.jsams.2020.12.011,<,0.05
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,<,0.05
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,<,0.05
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,<,0.05
10.1016:j.jsams.2020.12.011,<,0.05
10.1016:j.jsams.2020.12.011,<,0.01
10.1016:j.jsams.2020.12.011,<,0.001
10.1016:j.jsams.2020.12.011,<,0.001
10.1016:j.jsams.2021.01.003,<,0.05
10.1016:j.jsams.2021.01.003,≤,0.05
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,=,0.01
10.1016:j.jsams.2021.01.003,=,0.001
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,=,0.005
10.1016:j.jsams.2021.01.003,=,0.03
10.1016:j.jsams.2021.01.003,=,0.002
10.1016:j.jsams.2021.01.003,=,0.26
10.1016:j.jsams.2021.01.003,=,0.36
10.1016:j.jsams.2021.01.003,=,0.25
10.1016:j.jsams.2021.01.003,=,0.002
10.1016:j.jsams.2021.01.003,=,0.001
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,=,0.04
10.1016:j.jsams.2021.01.003,=,0.003
10.1016:j.jsams.2021.01.003,=,0.001
10.1016:j.jsams.2021.01.003,=,0.006
10.1016:j.jsams.2021.01.003,=,0.02
10.1016:j.jsams.2021.01.003,=,0.02
10.1016:j.jsams.2021.01.003,=,0.03
10.1016:j.jsams.2021.01.003,>,0.05
10.1016:j.jsams.2021.01.003,=,0.05
10.1016:j.jsams.2021.01.003,=,0.006
10.1016:j.jsams.2021.01.003,=,0.007
10.1016:j.jsams.2021.01.003,=,0.01
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,=,0.003
10.1016:j.jsams.2021.01.003,=,0.03
10.1016:j.jsams.2021.01.003,=,0.02
10.1016:j.jsams.2021.01.003,=,0.03
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,>,0.05
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,=,0.18
10.1016:j.jsams.2021.01.003,<,0.001
10.1016:j.jsams.2021.01.003,=,0.04
10.1016:j.jsams.2021.01.003,<,0.05
10.1016:j.jsams.2021.01.003,<,0.05
10.1016:j.jsams.2021.03.006,>,0.05
10.1016:j.jsams.2021.03.006,≤,0.05
10.1016:j.jsams.2021.03.006,=,0.99
10.1016:j.jsams.2021.03.006,=,0.83
10.1016:j.jsams.2021.03.006,=,0.89
10.1016:j.jsams.2021.03.006,=,0.91
10.1016:j.jsams.2021.03.006,=,0.78
10.1016:j.jsams.2021.03.006,=,0.95
10.1016:j.jsams.2021.03.006,=,0.85
10.1016:j.jsams.2021.03.006,=,0.85
10.1016:j.jsams.2021.03.006,=,0.87
10.1016:j.jsams.2021.03.006,=,0.9
10.1016:j.jsams.2021.03.006,≤,0.05
10.1016:j.jsams.2021.03.007,<,0.05
10.1016:j.jsams.2021.03.007,>,0.05
10.1016:j.jsams.2021.03.007,<,0.05
10.1016:j.jsams.2021.03.007,<,0.05
10.1016:j.jsams.2021.03.007,<,0.05
10.1016:j.jsams.2021.03.007,<,0.05
10.1016:j.jsams.2021.03.007,≤,0.006
10.1016:j.jsams.2021.03.007,=,0.99
10.1016:j.jsams.2021.03.007,=,0.48
10.1016:j.jsams.2021.03.007,≤,0.007
10.1016:j.jsams.2021.03.007,<,0.001
10.1016:j.jsams.2021.03.007,=,0.095
10.1016:j.jsams.2021.03.007,≤,0.04
10.1016:j.jsams.2021.03.007,=,0.004
10.1016:j.jsams.2021.03.007,≥,0.105
10.1016:j.jsams.2021.03.007,≥,0.121
10.1016:j.jsams.2021.03.007,>,0.99
10.1016:j.jsams.2021.03.007,≤,0.019
10.1016:j.jsams.2021.03.007,≤,0.004
10.1016:j.jsams.2021.03.007,≤,0.014
10.1016:j.jsams.2021.03.007,≥,0.067
10.1016:j.jsams.2021.03.007,≤,0.004
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.004
10.1016:j.jsams.2021.03.007,=,0.006
10.1016:j.jsams.2021.03.007,≥,0.123
10.1016:j.jsams.2021.03.007,≤,0.021
10.1016:j.jsams.2021.03.007,≤,0.025
10.1016:j.jsams.2021.03.007,≥,0.114
10.1016:j.jsams.2021.03.007,=,0.012
10.1016:j.jsams.2021.03.007,≤,0.017
10.1016:j.jsams.2021.03.007,=,0.043
10.1016:j.jsams.2021.03.007,≥,0.068
10.1016:j.jsams.2021.03.007,≤,0.028
10.1016:j.jsams.2021.03.007,≤,0.04
10.1016:j.jsams.2021.03.007,≤,0.002
10.1016:j.jsams.2021.03.007,≤,0.005
10.1016:j.jsams.2021.03.007,≤,0.045
10.1016:j.jsams.2021.03.007,≤,0.01
10.1016:j.jsams.2021.03.007,=,0.069
10.1016:j.jsams.2021.03.007,=,0.013
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.005
10.1016:j.jsams.2021.03.007,≤,0.001
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.005
10.1016:j.jsams.2021.03.007,≤,0.001
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.005
10.1016:j.jsams.2021.03.007,≤,0.001
10.1016:j.jsams.2021.03.007,≤,0.015
10.1016:j.jsams.2021.03.007,≥,0.052
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.007,≤,0.05
10.1016:j.jsams.2021.03.008,<,0.05
10.1016:j.jsams.2021.03.008,<,0.05
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,=,0.034
10.1016:j.jsams.2021.03.008,=,0.89
10.1016:j.jsams.2021.03.008,=,0.002
10.1016:j.jsams.2021.03.008,=,0.002
10.1016:j.jsams.2021.03.008,=,0.001
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,=,0.02
10.1016:j.jsams.2021.03.008,=,0.003
10.1016:j.jsams.2021.03.008,=,0.71
10.1016:j.jsams.2021.03.008,=,1
10.1016:j.jsams.2021.03.008,=,0.874
10.1016:j.jsams.2021.03.008,=,0.374
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,=,0.374
10.1016:j.jsams.2021.03.008,=,0.025
10.1016:j.jsams.2021.03.008,=,0.009
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,=,0.007
10.1016:j.jsams.2021.03.008,<,0.001
10.1016:j.jsams.2021.03.008,=,0.007
10.1016:j.jsams.2021.03.008,<,0.05
10.1016:j.jsams.2021.03.008,<,0.05
10.1016:j.jsams.2021.03.020,=,0.012
10.1016:j.jsams.2021.03.020,=,0.003
10.1016:j.jsams.2021.03.020,=,0.152
10.1016:j.jsams.2021.03.020,=,0.437
10.1016:j.jsams.2021.03.020,=,0.104
10.1016:j.jsams.2021.03.020,=,0.275
10.1016:j.jsams.2021.03.020,=,0.004
10.1016:j.jsams.2021.03.020,=,0.039
10.1016:j.jsams.2021.03.020,=,0.039
10.1016:j.jsams.2021.03.020,=,0.257
10.1016:j.jsams.2021.03.020,=,0.184
10.1016:j.jsams.2021.03.020,=,0.962
10.1016:j.jsams.2021.03.020,=,0.051
10.1016:j.jsams.2021.03.020,=,0.793
10.1016:j.jsams.2021.03.020,>,0.237
10.1016:j.jsams.2021.03.020,=,0.01
10.1016:j.jsams.2021.03.020,=,0.005
10.1016:j.jsams.2021.03.020,=,0.291
10.1016:j.jsams.2021.03.020,=,0.012
10.1016:j.jsams.2021.03.020,=,0.152
10.1016:j.jsams.2021.03.020,>,0.104
10.1016:j.jsams.2021.03.020,=,0.034
10.1016:j.jsams.2021.03.020,=,0.01
10.1016:j.jsams.2021.03.020,=,0.496
10.1016:j.jsams.2021.03.020,=,0.007
10.1016:j.jsams.2021.03.020,=,0.668
10.1016:j.jsams.2021.03.020,=,0.218
10.1016:j.jsams.2021.03.020,=,0.676
10.1016:j.jsams.2021.03.020,=,0.805
10.1016:j.jsams.2021.03.020,=,0.056
10.1016:j.jsams.2021.03.020,=,0.863
10.1016:j.jsams.2021.03.020,=,0.294
10.1016:j.jsams.2021.03.020,=,0.331
10.1016:j.jsams.2021.03.020,=,0.218
10.1016:j.jsams.2021.03.020,<,0.001
10.1016:j.jsams.2021.03.020,<,0.001
10.1016:j.jsams.2021.03.020,>,0.063
10.1016:j.jsams.2021.03.020,=,0.021
10.1016:j.jsams.2021.03.020,=,0.003
10.1016:j.jsams.2021.03.020,=,0.437
10.1016:j.jsams.2021.03.020,=,0.004
10.1016:j.jsams.2021.03.020,=,0.039
10.1016:j.jsams.2021.03.020,<,0.001
10.1016:j.jsams.2021.03.020,>,0.26
10.1016:j.jsams.2021.03.020,>,0.051
10.1016:j.jsams.2021.03.020,=,0.008
